"","SubmissionDate","starttime","endtime","tl","note_1","note_2","intro","consent_text","consent","note_3","date_time","id","gender_q2_1","age_q2_2","vht_naba","long_VHT_q2_3","unit_q2_3vht","number_q2_3vht","started_VHT_q2_4","paid_q2_5vht","earn_q2_6vht","long_naba_q2_3","unit_q2_3naba","number_q2_3naba","started_naba_q2_4","paid_q2_5naba","earn_q2_6naba","hospital_q2_7","unit_q2_7","number_q2_7","hospital_q2_7b","unit_q2_7b","number_q2_7b","households_q2_8","visits_q2_9","note_3_1","violence_q3_1f","other_q3_1g","other_q3_1g_number","q3_2err","note_3_3","victim_q3_3a","perpetrator_q3_3b","victim_fam_q3_3c","perpetrator_fam_q3_3d","victim_friends_q3_3e","perpetrator_friends_q3_3f","neighbors_q3_3g","other_q3_3h","other_q3_3h_number","q3_3err","viol_unreported_q3_2","viol_unreported_q3_3b","viol_nomedic_q3_5","viol_nomedic_q3_5why","advice_q3_6","years_vill_q2_12","people_known_q2_13","intervene_q8_9","friends_fam_q16_3","note_q6_1","rounds_q6_1","machete_q6_2","killed_witch_q14_1","possible_kill_q14_1b","witchdoctor_q6_4","films_q17_1","other_attend_q17_2","note_thanks","instanceID","formdef_version","KEY","tc_id"
"72","May 17, 2016 6:45:02 PM","May 17, 2016 11:26:47 AM","May 17, 2016 12:05:55 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:34:00 AM","V124301",1,58,1,NA,2,9,"Doctors came and voted him ",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,50,86,"3",NA,2,"0",0,NA,NA,1,0,1,0,0,0,0,"0",0,NA,NA,NA,1,"Men don't care about women or wife","If she comes, I go with her and try to counsel them",39,2,NA,NA,NA,2,"Tell them to go the nearest health center nearby",NA,NA,3,5,NA,NA,"uuid:94b9cd5c-e566-421f-8065-4c3c6ab69162",1605152102,"uuid:94b9cd5c-e566-421f-8065-4c3c6ab69162",52
"73","May 17, 2016 6:45:03 PM","May 17, 2016 12:14:49 PM","May 17, 2016 12:46:58 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 12:17:00 PM","V124304",2,42,1,NA,2,12,"They voted her and Doctors  trained them ",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,45,NA,2,1,73,"5",NA,15,"0",0,NA,NA,3,0,1,1,3,2,5,"0",0,NA,NA,NA,1,"Poverty and men are drunkard","Sit down ask her why and the counsel them ",24,2,NA,NA,NA,2,"Take the patient to the government hospital ",NA,NA,3,6,NA,NA,"uuid:e38b776e-3f64-4168-8c2b-5d9737ba5b2b",1605152102,"uuid:e38b776e-3f64-4168-8c2b-5d9737ba5b2b",52
"74","May 18, 2016 12:57:34 PM","May 18, 2016 10:42:22 AM","May 18, 2016 11:00:43 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:42:00 AM","V117103",2,48,1,NA,2,4,"Elected by one of the local council leaders",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,30,160,"Once a month",NA,0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,"Financial incapacity","Call for reconciliation then talk to the husband their after seek more assistance from council",20,2,NA,NA,NA,1,"Hospital medical assistance",NA,NA,3,6,NA,NA,"uuid:e6347994-d092-465d-98b5-e95bd3d1bd3e",1605152102,"uuid:e6347994-d092-465d-98b5-e95bd3d1bd3e",46
"75","May 18, 2016 12:57:35 PM","May 18, 2016 11:14:27 AM","May 18, 2016 11:37:25 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 11:14:00 AM","V117104",1,33,1,NA,2,4,"Elected by the lc members",2,"Saloon bodaboda farming",NA,NA,NA,NA,NA,NA,NA,1,90,NA,1,30,600,"Twice a year",NA,6,"None ",0,NA,NA,6,0,0,0,0,0,0,"None",0,NA,NA,NA,2,NA,"Ascertain the reason for the fight, and then seek for reconciliation",29,3,NA,NA,NA,1,"Help them reach to the health center as fast as possible",NA,NA,3,6,NA,NA,"uuid:bb891b32-e467-4db4-83e0-c6cdff51ad03",1605152102,"uuid:bb891b32-e467-4db4-83e0-c6cdff51ad03",46
"76","May 18, 2016 12:57:36 PM","May 18, 2016 11:48:45 AM","May 18, 2016 12:10:20 PM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 11:48:00 AM","V117106",1,50,1,NA,2,21,"Trained by the government as community health workers then became a VHT",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,60,NA,2,60,328,"Once a month",NA,2,"None",0,NA,NA,1,1,0,0,0,0,0,"None",0,NA,NA,NA,1,"Limited finance yet their husbands was separated with them","Request for counseling and reconciliation",9,2,NA,NA,NA,1,"Hospital medical assistance",NA,NA,3,6,NA,NA,"uuid:22b8254c-65ae-492c-bb85-0b83c8cbd2bf",1605152102,"uuid:22b8254c-65ae-492c-bb85-0b83c8cbd2bf",46
"77","May 18, 2016 12:59:38 PM","May 18, 2016 10:04:42 AM","May 18, 2016 11:32:46 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:07:00 AM","V117101",1,42,1,NA,2,6,"Was elected",2,"Business man and farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,150,"1 every day",NA,4,"Misunderstandings at neighborhood",20,NA,NA,3,1,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"First get the root cause then solve the issue",42,1,NA,NA,NA,2,"Goes to the clinic",NA,NA,2,5,NA,NA,"uuid:765a3667-a25b-479d-a7d3-9176638f5ad0",1605152102,"uuid:765a3667-a25b-479d-a7d3-9176638f5ad0",46
"78","May 18, 2016 12:59:40 PM","May 18, 2016 10:57:50 AM","May 18, 2016 11:25:45 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:58:00 AM","V123455",2,44,2,NA,NA,NA,NA,NA,NA,NA,2,10,"Was elected by villagers",2,"Farming",NA,1,10,NA,1,10,NA,NA,NA,4,"Land ruggles",1,NA,NA,4,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Get the man first and get the root cause and get the solution",44,2,NA,NA,NA,NA,"First go the health center and vaccinated for tetanus",NA,NA,3,5,NA,NA,"uuid:38e656cb-ec4a-4e8b-a7e6-43ae020347b7",1605152102,"uuid:38e656cb-ec4a-4e8b-a7e6-43ae020347b7",46
"79","May 18, 2016 4:05:04 PM","May 18, 2016 9:08:41 AM","May 18, 2016 10:01:24 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 9:23:00 AM","V126304",1,50,1,NA,2,10,"Appointed by health workers of Ntenjeru health center 3",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,400,"Twice a month",NA,10,"0",0,NA,NA,4,4,2,0,0,0,0,"0",0,NA,NA,NA,1,"Poverty","Counsil the couple",50,2,NA,NA,NA,1,"He would give first Aid and rush the person to hospital",NA,NA,3,6,NA,NA,"uuid:370ffdde-4e93-438c-9436-ebe34520acea",1605152102,"uuid:370ffdde-4e93-438c-9436-ebe34520acea",57
"80","May 18, 2016 4:05:05 PM","May 18, 2016 10:01:28 AM","May 18, 2016 10:59:16 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:13:00 AM","V126305",2,42,1,NA,2,5,"Elected by the people in the village.",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,400,"Once a year",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Its because of ignorance","She would advise the wife to be obedient to her husband and as well Counsil the couple",38,2,NA,NA,NA,1,"She would wash the wound with salty water and tie a piece of cloth around and rush the person to hospital",NA,NA,3,6,NA,NA,"uuid:10c4a60a-9b7d-47c2-b9b4-74fc78bd48cc",1605152102,"uuid:10c4a60a-9b7d-47c2-b9b4-74fc78bd48cc",57
"81","May 18, 2016 4:05:42 PM","May 18, 2016 8:51:02 AM","May 18, 2016 9:34:04 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 8:51:00 AM","V111101",2,45,1,NA,2,5,"The Lc1 chairman elected me",2,"Farmer and works with different health organization",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,3,300,"Five times in a year",NA,8,"0",0,NA,NA,3,2,2,0,1,0,0,"0",0,NA,NA,NA,1,"They fear their husbands to be imprisoned","I try to get them together and we talk about their misunderstandings",25,3,NA,NA,NA,1,"I advice him to go for a tetanus injection first",NA,NA,3,6,NA,NA,"uuid:4e4fc177-38c4-4758-ae2f-454467699f4a",1605152102,"uuid:4e4fc177-38c4-4758-ae2f-454467699f4a",1
"82","May 18, 2016 4:05:43 PM","May 18, 2016 10:06:43 AM","May 18, 2016 10:40:44 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:06:00 AM","V111103",2,29,1,NA,2,2,"The chairman replaced me as a VHT for those who were no longer interested",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,3,200,"Two times in a year",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I advice the lady that we schedule a meeting and talk about the misunderstandings",1,3,NA,NA,NA,1,"I first give him first aid like washing the wound and covering it with a clean cloth",NA,NA,2,5,NA,NA,"uuid:b5ddfa97-8af9-4d28-bdde-21ee20236454",1605152102,"uuid:b5ddfa97-8af9-4d28-bdde-21ee20236454",1
"83","May 18, 2016 4:06:27 PM","May 18, 2016 11:23:03 AM","May 18, 2016 11:49:21 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 11:23:00 AM","V111104",2,39,1,NA,2,6,"We had a meeting and l was chosen",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,100,"Twice a year",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"L tell her to go the police",15,2,NA,NA,NA,1,"He or she has to quickly come to the health center",NA,NA,NA,6,NA,NA,"uuid:948055cb-f6ef-4ffe-9119-f4342db0ead8",1605152102,"uuid:948055cb-f6ef-4ffe-9119-f4342db0ead8",1
"84","May 18, 2016 4:06:26 PM","May 18, 2016 10:08:13 AM","May 18, 2016 10:46:30 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:08:00 AM","V111102",1,50,2,NA,NA,NA,NA,NA,NA,NA,2,20,"L was chosen by the women of my area",2,"Business is what l do",NA,1,10,NA,2,2,NA,NA,NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,"Men have left their own responsibilities to women ","First  come her down if she is hurt take her to the hospital then find out the problem",30,2,NA,NA,NA,1,"Bring them to the health center ",NA,NA,2,6,NA,NA,"uuid:0a0c0479-0fcc-4987-814b-4a44784ce9fa",1605152102,"uuid:0a0c0479-0fcc-4987-814b-4a44784ce9fa",1
"85","May 18, 2016 4:06:30 PM","May 18, 2016 9:09:59 AM","May 18, 2016 9:53:56 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 9:23:00 AM","V126301",2,49,2,NA,NA,NA,NA,NA,NA,NA,1,4,"Just voted her because of her trust",2,"Farmer",NA,1,40,NA,2,1,NA,NA,NA,15,"Another may be why men are not caring about their family",7,NA,NA,3,0,1,0,5,4,2,"0",0,NA,NA,NA,1,"Some women are the ones with the problem ,they don't listen to their husbands","First ask why? And then I listen then I counsel them ",31,2,NA,NA,NA,1,"Send the person to the government health center ",NA,NA,3,6,NA,NA,"uuid:8b3c0d66-e7d6-4626-b7dc-f5b9bc70d1b9",1605152102,"uuid:8b3c0d66-e7d6-4626-b7dc-f5b9bc70d1b9",57
"86","May 18, 2016 4:06:31 PM","May 18, 2016 10:46:47 AM","May 18, 2016 11:26:22 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:48:00 AM","V126306",1,70,1,NA,2,5,"They came to the chairman and doctors asked for VHT and the chairman voted him to be a VHT",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,15,NA,1,30,500,"1 since the year begun",NA,2,"0",0,NA,NA,0,0,0,0,2,0,0,"0",0,NA,NA,NA,1,"Man getting another wife","I give her advise to go to nabakyala who is responsible",30,3,NA,NA,NA,2,"Send the victim to the government hospitals",NA,NA,3,6,NA,NA,"uuid:7f228757-ff63-4eea-be06-a0237ea6a651",1605152102,"uuid:7f228757-ff63-4eea-be06-a0237ea6a651",57
"87","May 18, 2016 4:06:30 PM","May 18, 2016 10:05:30 AM","May 18, 2016 10:41:28 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:08:00 AM","V126303",1,34,1,NA,2,5,"chairman told us that doctors have come to get VHTs and people voted us ",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,40,NA,1,40,240,"1 in a month",NA,10,"0",0,NA,NA,1,0,1,0,3,4,1,"0",0,NA,NA,NA,1,"Misunderstanding and family not trusting each other","First ask why? And then I counsel them",34,2,NA,NA,NA,2,"First take the victim in the nearby clinics",NA,NA,2,6,NA,NA,"uuid:08d2291b-e694-4a88-9c8e-f7e85ae37066",1605152102,"uuid:08d2291b-e694-4a88-9c8e-f7e85ae37066",57
"88","May 18, 2016 4:07:20 PM","May 18, 2016 10:43:41 AM","May 18, 2016 11:15:32 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 10:43:00 AM","V117107",1,47,1,NA,2,1,"People in the village  selectected him",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,80,"Once or twice a months",NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"You advise her to go nabakyara so that the nabakyara can call the husband and they settle the issue",47,2,NA,NA,NA,1,"He has to go in the hospital",NA,NA,3,6,NA,NA,"uuid:718e0264-130a-4106-b8f6-97d498600a77",1605152102,"uuid:718e0264-130a-4106-b8f6-97d498600a77",46
"89","May 18, 2016 4:07:20 PM","May 18, 2016 11:28:27 AM","May 18, 2016 11:50:28 AM",NA,NA,NA,NA,NA,1,NA,"May 18, 2016 11:28:00 AM","V117105",2,29,1,NA,2,4,"Because she was hard working she was selected by the chairman to go for training",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,5,150,"Twice a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"She may advise her go to and see the lcs",29,2,NA,NA,NA,1,"He has to go for medical treatment in the hospital",NA,NA,3,6,NA,NA,"uuid:a35b8bed-46be-4af6-9b96-86b849a19b72",1605152102,"uuid:a35b8bed-46be-4af6-9b96-86b849a19b72",46
"90","May 19, 2016 1:06:00 PM","May 19, 2016 8:08:49 AM","May 19, 2016 8:45:55 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 8:08:00 AM","V314307",1,30,1,NA,2,15,"Was elected due to his stewardship",2,"Raring and digging",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,110,"Once a week in every household",NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Ask for cause and then go to the husband",18,2,NA,NA,NA,1,"Goes to the clinic",NA,NA,3,6,NA,NA,"uuid:53e830e2-8a3a-4b1c-9768-fffe2de6a05b",1605152102,"uuid:53e830e2-8a3a-4b1c-9768-fffe2de6a05b",25
"91","May 19, 2016 1:05:59 PM","May 19, 2016 7:34:21 AM","May 19, 2016 11:05:25 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 7:34:00 AM","V314308",2,40,2,NA,NA,NA,NA,NA,NA,NA,2,10,"Was chosen on the LC1 council and because of the family ruggles of the former nabakyala who left the village she managed to get the post",2,"Has a bar",NA,1,20,NA,1,20,NA,NA,NA,2,"Rape",1,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Ask for reason ,and solve the issue with the husband",24,2,NA,NA,NA,2,"Goes to the clinic",NA,NA,2,3,NA,NA,"uuid:26fe7468-ba08-4896-a48d-18a8a39710a1",1605152102,"uuid:26fe7468-ba08-4896-a48d-18a8a39710a1",25
"92","May 19, 2016 1:06:00 PM","May 19, 2016 8:56:07 AM","May 19, 2016 11:06:03 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 8:56:00 AM","V314303",1,29,1,NA,2,14,"He was elected due to his commitment",2,"Raring and farming",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,51,"2days in a each week",NA,8,"Asking on what cultivate,soil preservatives and the pestcides",6,NA,NA,4,4,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Ask for the reason then get the solution",29,1,NA,NA,NA,1,"Goes to the clinic",NA,NA,2,6,NA,NA,"uuid:2a02d50d-9ae7-4d3e-9865-929e94f6e671",1605152102,"uuid:2a02d50d-9ae7-4d3e-9865-929e94f6e671",25
"93","May 19, 2016 1:06:01 PM","May 19, 2016 9:41:24 AM","May 19, 2016 11:04:56 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 9:41:00 AM","V124108",1,32,1,NA,2,11,"Was seen capable and was elected",2,"Business man and raring",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,20,57,"Once every week",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Ask for the reason and then fond the solution",32,1,NA,NA,NA,1,"Use f local herbs,or use a piece of cloth",NA,NA,3,6,NA,NA,"uuid:415366e7-34f4-4f55-8fff-bc3b72a19228",1605152102,"uuid:415366e7-34f4-4f55-8fff-bc3b72a19228",25
"94","May 19, 2016 1:06:01 PM","May 19, 2016 10:15:42 AM","May 19, 2016 10:48:52 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:15:00 AM","V314306",1,22,1,NA,2,4,"To Due to the failure of the villagers response to participate, so decided to take the urge to become one",2,"Agriculture and raring",NA,NA,NA,NA,NA,NA,NA,1,15,NA,1,15,49,"Once a week every sunday",NA,0,"Failure of the man to provide the necessities to the family",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Goes to the husband and gets the reason behind",22,1,NA,NA,NA,1,"gets local herbs",NA,NA,3,5,NA,NA,"uuid:8a0dff5c-2426-4367-b19a-16fd1fd91820",1605152102,"uuid:8a0dff5c-2426-4367-b19a-16fd1fd91820",25
"95","May 19, 2016 1:06:02 PM","May 19, 2016 11:06:08 AM","May 19, 2016 11:22:23 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:06:00 AM","V314305",2,38,1,NA,1,6,"Was elected by the village due to her commitment",2,"Farming,raring and bussiness",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,20,40,"Once a week ",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"First ask for cause ",15,2,NA,NA,NA,1,"Goes to the clinic",NA,NA,3,5,NA,NA,"uuid:072c58a4-7388-4c22-bac2-61069afa5506",1605152102,"uuid:072c58a4-7388-4c22-bac2-61069afa5506",25
"96","May 19, 2016 5:32:51 PM","May 19, 2016 11:11:39 AM","May 19, 2016 11:46:02 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:11:00 AM","V318202",2,38,1,NA,2,3,"The VHT coordinator appointed me",2,"Farming and poultry",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,10,53,"Once every three months",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"The man was afraid of being sent to prison for beating the wife","I would advise her to talk to the nabakyala about it",18,1,NA,NA,NA,1,"He has to go to the hospital",NA,NA,3,6,NA,NA,"uuid:6e2862a8-9d53-4eb3-a652-9cbb204aa698",1605152102,"uuid:6e2862a8-9d53-4eb3-a652-9cbb204aa698",47
"97","May 19, 2016 5:32:50 PM","May 19, 2016 10:18:00 AM","May 19, 2016 10:57:46 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:18:00 AM","V318201",1,36,1,NA,2,17,"I was nominated by the village comitte",2,"Am a farmer, mechanic, solar distributor and I own a saloon ",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,70,"Once a month",NA,0,"People with concerns about HIV and AIDS",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,"The woman felt ashamed to disclose the fact that she is being abused by her husband","If she is hurt, I tell her to seek medical help ",29,2,NA,NA,NA,1,"I first give him first aid then refer him to the hospital",NA,NA,3,6,NA,NA,"uuid:8b64c11c-b94c-44f8-9910-a57e9a922dc9",1605152102,"uuid:8b64c11c-b94c-44f8-9910-a57e9a922dc9",47
"98","May 19, 2016 5:32:51 PM","May 19, 2016 11:52:30 AM","May 19, 2016 12:13:04 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:52:00 AM","V318203",1,30,1,NA,2,4,"Chairperson nominated me for the job",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,10,70,"Once a year unless there is a running project",NA,4,"0",0,NA,NA,0,4,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I first investigate the cause of the violence",15,2,NA,NA,NA,2,"He should go to the nearest clinic",NA,NA,2,5,NA,NA,"uuid:0ae061a0-59ee-46d3-9c2d-d60a297a9f17",1605152102,"uuid:0ae061a0-59ee-46d3-9c2d-d60a297a9f17",47
"99","May 19, 2016 5:32:52 PM","May 19, 2016 12:21:48 PM","May 19, 2016 1:03:04 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 12:21:00 PM","V318204",2,43,1,NA,2,13,"I was elected by the LC1 committe",2,"Farming and poultry",NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,20,43,"Once every three months",NA,10,"0",0,NA,NA,4,6,0,0,0,0,0,"0",0,NA,NA,NA,1,"Fear for the husband","I tell her to report him to the police",17,2,NA,NA,NA,2,"I send him to the nearest clinic for first aid",NA,NA,2,6,NA,NA,"uuid:5276229e-4d33-4605-ba1a-e6181ae1a514",1605152102,"uuid:5276229e-4d33-4605-ba1a-e6181ae1a514",47
"100","May 19, 2016 5:32:53 PM","May 19, 2016 1:48:12 PM","May 19, 2016 2:23:48 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 1:49:00 PM","V318206",1,58,1,NA,2,10,"I was nominated as AMREF volunteer for a health project",2,"Farmer and I also own a retail shop",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,30,200,"Once in a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,"I would call both the husband and the wife for counselli g",11,2,NA,NA,NA,1,"He should go to the hospital",NA,NA,2,5,NA,NA,"uuid:8cc5fcbc-4bd5-455e-88f2-0be5af885c68",1605152102,"uuid:8cc5fcbc-4bd5-455e-88f2-0be5af885c68",47
"101","May 19, 2016 5:32:52 PM","May 19, 2016 1:19:07 PM","May 19, 2016 1:28:39 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 1:19:00 PM","V318205",2,76,2,NA,NA,NA,NA,NA,NA,NA,2,30,"I elected by the village people",2,"Farming",NA,2,1,NA,1,15,NA,NA,NA,6,"0",0,NA,NA,6,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I tell her to go to hospital",60,2,NA,NA,NA,1,"I tell him to go to the hospital",NA,NA,2,6,NA,NA,"uuid:1dba5b8f-58df-4175-8950-d0596dc13b7e",1605152102,"uuid:1dba5b8f-58df-4175-8950-d0596dc13b7e",47
"102","May 19, 2016 5:32:53 PM","May 19, 2016 2:38:32 PM","May 19, 2016 3:09:58 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 2:38:00 PM","V318207",2,60,1,NA,2,20,"I was nominated by the people as a perfect candidate",2,"I sell drugs , manufacture soap, farming",NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2.5,200,"Once every two months",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I offer guidance and counselling",36,2,NA,NA,NA,1,"I give him first aid then refer him to a hospital",NA,NA,2,6,NA,NA,"uuid:80a7a75e-81f4-4b29-ac99-fb9c03f8fe13",1605152102,"uuid:80a7a75e-81f4-4b29-ac99-fb9c03f8fe13",47
"103","May 19, 2016 6:28:59 PM","May 19, 2016 11:11:30 AM","May 19, 2016 4:57:06 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:15:00 AM","V312101",1,51,1,NA,2,8,"Elected by people in the village",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,25,"Thrice a month",NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Ignorance","Would invite the nabakyala and Lc1 to Counsil the couple",51,2,NA,NA,NA,1,"Use a clean piece of cloth to tie around the wound and take the person to hospital",NA,NA,3,3,NA,NA,"uuid:b0a657a1-f67d-4390-8d1e-99f5ab02aad5",1605152102,"uuid:b0a657a1-f67d-4390-8d1e-99f5ab02aad5",20
"104","May 19, 2016 6:28:59 PM","May 19, 2016 10:32:25 AM","May 19, 2016 11:03:07 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:32:00 AM","V312103",1,61,1,NA,2,8,"Elected by people in the village",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,62,"Once in a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,"He would Counsil the couple",61,1,NA,NA,NA,1,"Tie a piece of cloth around the wound and rush the person to hospital",NA,NA,3,6,NA,NA,"uuid:4b5201ff-7629-48aa-bd23-e7b1d3a0768a",1605152102,"uuid:4b5201ff-7629-48aa-bd23-e7b1d3a0768a",20
"105","May 19, 2016 6:29:00 PM","May 19, 2016 11:53:43 AM","May 19, 2016 4:58:10 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 12:05:00 PM","V312104",1,45,1,NA,2,3,"The people in the village elected him",2,"Boda boda cyclist",NA,NA,NA,NA,NA,NA,NA,1,45,NA,2,1,50,"Once a month",NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Its because of carelessness of the husbands","Would advise her to see the nabakyala",18,2,NA,NA,NA,1,"Tie a clean piece of cloth around the wound and take the patient to hospital",NA,NA,3,5,NA,NA,"uuid:21e4c334-2e3a-4dc8-a70f-1628b4a42225",1605152102,"uuid:21e4c334-2e3a-4dc8-a70f-1628b4a42225",20
"106","May 19, 2016 6:29:01 PM","May 19, 2016 12:38:03 PM","May 19, 2016 1:38:28 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 12:53:00 PM","V312106",2,64,2,NA,NA,NA,NA,NA,NA,NA,2,20,"Chosen by the people in the village",2,"Farmer",NA,1,40,NA,2,1,NA,NA,NA,10,"0",0,NA,NA,5,0,2,0,0,2,1,"0",0,NA,NA,NA,1,"Its because of ignorance","She would Counsil the couple",50,1,NA,NA,NA,1,"Tie a piece of cloth around the wound and take the person to hospital immediately",NA,NA,3,5,NA,NA,"uuid:3e2b2c24-2da5-41f6-a699-4a814b847f40",1605152102,"uuid:3e2b2c24-2da5-41f6-a699-4a814b847f40",20
"107","May 19, 2016 6:29:02 PM","May 19, 2016 1:38:42 PM","May 19, 2016 4:59:47 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 1:47:00 PM","V312105",2,60,1,NA,2,3,"Chosen by the Lc1 committee in the village",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,35,NA,2,2,60,"Twice a month",NA,15,"0",0,NA,NA,8,2,0,0,0,0,5,"0",0,NA,NA,NA,1,"Its because some young couples do not have money to afford treatment","Counsil the couple together with the nabakyala",50,1,NA,NA,NA,NA,"Take the person to hospital",NA,NA,3,5,NA,NA,"uuid:f5e689bf-bdd3-4db5-8ec8-d561a4ff167d",1605152102,"uuid:f5e689bf-bdd3-4db5-8ec8-d561a4ff167d",20
